"square_meters","bathrooms_number","lift","rooms_number","car_parking","condominium_fees","conditions","floor","heating_centralized","selling_price","fireplace","hydromassage","video_entryphone","terrace","security_door","tavern","optic_fiber","electric_gate","pool","tennis_court","alarm_system","attic","balcony","cellar","closet","reception","concierge","furnished","garden","exposure","window_glass","window_material","zona_new","year","total_floors","house_efficiency"
70,"1","yes","2","none",125,"good condition / liveable","2","independent",450000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",0,0,"shared","double","other","wood","corso san gottardo","Very Old",3,"Low"
43,"1","no","2","none",0,"excellent / refurbished","ground floor","central",305000,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",1,1,"shared","other","other","other","san siro","Modern",3,"High"
105,"2","yes","3","none",0,"new / under construction","1","central",837000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","other","other","other","isola","Very Old",5,"Low"
100,"1","yes","3","none",115,"good condition / liveable","2","independent",345000,"no","no","no","no","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no",0,0,"no garden","single","other","other","certosa","Old",6,"Med"
35,"1","yes","1","none",125,"good condition / liveable","3","central",99000,"no","no","no","no","yes","no","yes","no","no","no","yes","no","yes","yes","yes","no",0.5,1,"shared","single","other","other","ponte nuovo","Modern",4,"Med"
152,"3","yes","4","none",250,"new / under construction","4","central",430000,"no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"shared","single","other","other","san vittore","Recent/New",7,"High"
80,"1","yes","2","none",200,"good condition / liveable","8","central",360000,"yes","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no",1,1,"no garden","single","other","wood","giambellino","Old",8,"Low"
76,"1","yes","2","none",122,"good condition / liveable","6","central",265000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","wood","turro","Old",6,"Low"
50,"1","yes","2","none",150,"to be refurbished","2","central",230000,"no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","single","other","wood","san siro","Modern",8,"Low"
95,"1","yes","3","none",83,"excellent / refurbished","2","central",1180000,"no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no",0.5,0,"no garden","double","other","other","borgogna - largo augusto","Old",5,"Med"
93,"2","yes","3","garage/box",0,"new / under construction","2","independent",310000,"no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","other","other","other","quinto romano","Recent/New",2,"High"
136,"2","yes","3","none",400,"good condition / liveable","4","central",1040000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","yes","no","no","no",1,0,"no garden","single","other","other","cenisio","Old",6,"Low"
80,"1","no","3","none",1,"excellent / refurbished","3","central",390000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no",0,0,"no garden","single","other","other","precotto","Modern",4,"Med"
100,"1","yes","3","none",280,"to be refurbished","8","central",395000,"no","no","yes","no","no","no","yes","no","no","no","no","yes","yes","yes","yes","no",0,0.5,"no garden","double","other","wood","ghisolfa - mac mahon","Old",8,"Med"
55,"1","no","2","none",100,"excellent / refurbished","1","independent",240000,"no","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","yes","yes","no",0,1,"no garden","double","other","other","città studi","Old",5,"Med"
130,"2","yes","4","none",290,"excellent / refurbished","1","central",475000,"yes","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",0.5,0.5,"shared","double","other","other","niguarda","Modern",14,"Low"
125,"2","no","2","garage/box",42,"excellent / refurbished","ground floor","independent",525000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,0.5,"no garden","double","other","other","viale ungheria - mecenate","Modern",2,"Med"
70,"1","yes","3","shared",115,"excellent / refurbished","1","central",299000,"no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no",1,0,"no garden","double","other","other","san siro","Old",5,"Med"
76,"1","yes","2","garage/box",0,"new / under construction","1","central",395000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",1,0,"shared","single","triple","other","gorla","Recent/New",5,"High"
130,"2","yes","4","garage/box",200,"excellent / refurbished","4","central",655000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",0,0.5,"no garden","single","other","wood","villa san giovanni","Recent/New",6,"High"
46,"1","no","1","none",50,"excellent / refurbished","ground floor","independent",220000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","other","vigentino - fatima","Modern",2,"Low"
85,"2","yes","4","none",100,"excellent / refurbished","ground floor","central",420000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",0.5,1,"shared","single","other","other","cascina dei pomi","Modern",8,"Low"
62,"1","no","2","none",42,"new / under construction","ground floor","independent",185000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,0,"shared","double","other","wood","bovisasca","Recent/New",1,"High"
120,"2","yes","4","garage/box",292,"to be refurbished","4","central",475000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","other","other","other","primaticcio","Modern",7,"Med"
96,"2","yes","3","none",170,"new / under construction","1","central",485000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"shared","single","other","other","crescenzago","Recent/New",5,"High"
205,"3","yes","5","none",830,"excellent / refurbished","1","central",1445000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",1,0.5,"shared","double","other","wood","pagano","Very Old",8,"Low"
86,"1","yes","2","none",70,"to be refurbished","2","central",268200,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no",1,0,"shared","single","other","wood","bologna - sulmona","Modern",8,"Med"
92,"2","yes","3","none",400,"new / under construction","2","central",365800,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",0,0,"no garden","other","triple","other","cascina merlata - musocco","Recent/New",4,"High"
90,"1","yes","3","none",100,"to be refurbished","mezzanine","central",270000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes",0,0,"shared","other","other","wood","famagosta","Modern",6,"Low"
55,"1","yes","2","none",200,"good condition / liveable","mezzanine","central",320000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,1,"shared","single","other","wood","san siro","Modern",4,"Low"
120,"2","yes","4","garage/box",200,"excellent / refurbished","2","central",390000,"no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,1,"shared","double","other","other","bruzzano","Modern",4,"Med"
120,"2","yes","3","garage/box",100,"good condition / liveable","1","independent",378000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",0,0,"shared","other","other","wood","quartiere forlanini","Modern",5,"Low"
97,"1","no","2","none",90,"excellent / refurbished","1","independent",365000,"no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","other","cimiano","Old",1,"Med"
150,"2","no","3","none",300,"excellent / refurbished","mezzanine","central",690000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","no","no",1,0.5,"shared","single","other","other","barona","Old",2,"Med"
150,"2","yes","4","garage/box",300,"good condition / liveable","4","central",579000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",1,1,"shared","double","other","other","corvetto","Modern",6,"Low"
80,"1","yes","2","garage/box",85,"excellent / refurbished","4","independent",285000,"no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no",0.5,0,"shared","single","other","wood","niguarda","Modern",7,"Low"
111,"2","yes","3","garage/box",0,"new / under construction","3","independent",435000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",0,0,"no garden","single","other","other","affori","Recent/New",15,"High"
70,"1","yes","3","none",100,"good condition / liveable","5","independent",6e+05,"no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no",1,1,"no garden","double","other","other","buenos aires","Very Old",6,"Med"
124,"2","yes","3","none",330,"to be refurbished","5","central",840000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","wood","argonne - corsica","Old",8,"Low"
100,"2","no","3","none",166,"excellent / refurbished","3","independent",620000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",0,0,"shared","double","other","wood","montenero","Very Old",3,"Low"
50,"1","yes","2","none",170,"excellent / refurbished","3","central",289000,"no","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","single","other","other","argonne - corsica","Modern",7,"Low"
65,"1","yes","2","none",200,"good condition / liveable","mezzanine","central",155000,"no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no",1,0.5,"shared","double","other","other","quarto oggiaro","Modern",7,"Med"
110,"2","yes","3","garage/box",200,"new / under construction","2","central",795000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",1,0,"no garden","double","other","other","navigli - darsena","Recent/New",3,"High"
165,"3","yes","3","none",459,"good condition / liveable","ground floor","central",790000,"no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no",0.5,0.5,"no garden","single","other","other","porta romana - medaglie d'oro","Very Old",4,"Low"
45,"1","yes","2","none",130,"excellent / refurbished","8","central",248000,"no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no",1,0,"shared","single","other","other","piazzale siena","Modern",8,"Low"
45,"1","yes","2","none",100,"to be refurbished","1","independent",165000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0.5,"no garden","double","other","other","bovisa","Very Old",5,"Low"
80,"1","yes","2","none",270,"excellent / refurbished","mezzanine","central",550000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0.5,"no garden","double","other","wood","porta vittoria","Old",3,"Low"
134,"1","yes","4","none",400,"excellent / refurbished","6","central",679000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0,1,"no garden","double","other","other","città studi","Old",8,"Low"
83,"1","yes","2","none",200,"good condition / liveable","2","central",330000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",1,0,"shared","double","other","wood","maggiolina","Old",6,"Low"
106,"2","yes","4","garage/box",133,"good condition / liveable","mezzanine","independent",313000,"no","no","yes","yes","yes","yes","no","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","other","quartiere adriano","Modern",4,"Med"
200,"3","yes","4","none",700,"excellent / refurbished","4","central",1300000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no",0,0,"no garden","double","other","other","città studi","Very Old",5,"Med"
70,"2","no","3","none",55,"excellent / refurbished","semi-basement","independent",260000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0,"no garden","double","other","other","cimiano","Old",4,"High"
90,"1","yes","3","none",175,"excellent / refurbished","5","independent",820000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no",1,1,"no garden","double","other","wood","corso genova","Very Old",6,"Med"
45,"1","no","2","none",70,"excellent / refurbished","1","central",299000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0.5,"no garden","single","other","other","monte rosa - lotto","Old",4,"Low"
